Subject Area,BRONZE_TABLE NAME,BRONZE_TABLE_DESCRIPTION,Bronze_Attribute Column Name,Bronze_Attribute Column Physical Name,Bronze_Attribute Column Description,Natural Key Bronze,Is Multi Source,Function,Transformation Logic,Join Column Description,Silver_TABLE NAME,Silver Table Physical Name,Silver Table Description,Silver Attribute Column  Name,Silver Attribute Column Physical Name,Silver Attribute Column Definition,Comments
Member,T_RE_AID_ELIG,"In U.S. healthcare, especially Medicaid and other public programs, aid categories (sometimes called “aid codes”) are used to classify members based on their eligibility type. These categories determine what benefits the member receives, how claims are adjudicated, and how reporting is done to CMS or state agencies.",CDE_FPL,CDE_FPL,Federal Poverty Line Code – Indicates the income category relative to the federal poverty level for eligibility determination.,,N,,"WITH t_re_aid_elig_cte AS (
  SELECT * from oz_dev.bronze_dmes_de.t_re_aid_elig where CURR_REC_IND = '1' and TRIM(CDE_STATUS1) != 'H'
),
mbr_fndtn_cte (SELECT * from oz_dev.silver_dmes_de.mbr_fndtn where CURR_REC_IND = '1')

SELECT DISTINCT
  TRIM(CDE_FPL) AS FED_PVR_LN_CD
 FROM (SELECT * from oz_dev.bronze_dmes_de.t_re_aid_elig where CURR_REC_IND='1' and TRIM(CDE_STATUS1) !='H')ae
JOIN oz_dev.silver_dmes_de.mbr_fndtn mf ON ae.SAK_RECIP = mf.SRC_KEY_ID and mf.CURR_REC_IND='1'
JOIN oz_dev.bronze_dmes_de.t_re_cert_agency ca on ae.SAK_CERT_AGENCY = ca.SAK_CERT_AGENCY and ca.CURR_REC_IND='1'
JOIN oz_dev.silver_dmes_de.org_fndtn ofn on ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID and ofn.CURR_REC_IND='1'
JOIN oz_dev.bronze_dmes_de.t_cde_aid ca on ae.SAK_CDE_AID = ca.SAK_CDE_AID and ca.CURR_REC_IND='1'
JOIN oz_dev.silver_dmes_de.aid_cd ac on ca.CDE_AID_CATEGORY = ac.AID_CAT_CD and ac.CURR_REC_IND='1'

QUALIFY ROW_NUMBER() OVER (PARTITION BY concat_ws('|',ae.TENANT_CD,ae.SRC_SYS_CD,mf.MBR_SK,ae.SAK_PGM_ELIG,AID_CAT_CD,SRC_EFF_DT,SRC_END_DT)
 ORDER BY ae.DTE_LAST_UPDATE DESC) = 1",,MEMBER ENROLLMENT AID CATEGORY,MBR_ENRL_AID_CAT,"Recipient Aid Category Eligibility contains the recipient's aid category eligibility segments. An aid category eligibility segment specifies a period of time that the recipient is eligible for Medicaid coverage in that aid category. Each segment is maintained by an effective date and end date. For each date range, there will be a corresponding aid category that will be used to determine what services are included in the recipient's Medicaid coverage for that period of time.

For further information about how the program code and aid categories are determined and how they relate, refer to the Recipient User Manual.  
",Federal Poverty Line Code,FED_PVR_LN_CD,Federal Poverty Line Code – Indicates the income category relative to the federal poverty level for eligibility determination in MEMBER ENROLLMENT AID CATEGORY table.,
Member,MBR_FNDTN,"In healthcare IT and business processes, MBR_FNDTN is the baseline or master record that defines a member’s identity and core attributes. It serves as the authoritative source of truth for linking the member to enrollment, claims, providers, and payers.",ORG_SK,ORG_SK,Surrogate key that uniquely identifies a MEMBER ENROLLMENT AID CATEGORY record.,,N,Lookup,"WITH t_re_aid_elig_cte AS (
  SELECT * from oz_dev.bronze_dmes_de.t_re_aid_elig where CURR_REC_IND = '1' and TRIM(CDE_STATUS1) != 'H'
),
mbr_fndtn_cte (SELECT * from oz_dev.silver_dmes_de.mbr_fndtn where CURR_REC_IND = '1')

SELECT DISTINCT
  ofn.ORG_SK AS MBR_ENRL_AID_CAT_SSK
FROM (SELECT * from oz_dev.bronze_dmes_de.t_re_aid_elig where CURR_REC_IND='1' and TRIM(CDE_STATUS1) !='H')ae
JOIN oz_dev.silver_dmes_de.mbr_fndtn mf ON ae.SAK_RECIP = mf.SRC_KEY_ID and mf.CURR_REC_IND='1'
JOIN oz_dev.bronze_dmes_de.t_re_cert_agency ca on ae.SAK_CERT_AGENCY = ca.SAK_CERT_AGENCY and ca.CURR_REC_IND='1'
JOIN oz_dev.silver_dmes_de.org_fndtn ofn on ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID and ofn.CURR_REC_IND='1'
JOIN oz_dev.bronze_dmes_de.t_cde_aid ca on ae.SAK_CDE_AID = ca.SAK_CDE_AID and ca.CURR_REC_IND='1'
JOIN oz_dev.silver_dmes_de.aid_cd ac on ca.CDE_AID_CATEGORY = ac.AID_CAT_CD and ac.CURR_REC_IND='1'

QUALIFY ROW_NUMBER() OVER (PARTITION BY concat_ws('|',ae.TENANT_CD,ae.SRC_SYS_CD,mf.MBR_SK,ae.SAK_PGM_ELIG,AID_CAT_CD,SRC_EFF_DT,SRC_END_DT)
 ORDER BY ae.DTE_LAST_UPDATE DESC) = 1",,MEMBER ENROLLMENT AID CATEGORY,MBR_ENRL_AID_CAT,"Recipient Aid Category Eligibility contains the recipient's aid category eligibility segments. An aid category eligibility segment specifies a period of time that the recipient is eligible for Medicaid coverage in that aid category. Each segment is maintained by an effective date and end date. For each date range, there will be a corresponding aid category that will be used to determine what services are included in the recipient's Medicaid coverage for that period of time.

For further information about how the program code and aid categories are determined and how they relate, refer to the Recipient User Manual.  
",Org Sk,ORG_SK,Surrogate key that uniquely identifies a MEMBER ENROLLMENT AID CATEGORY record in MEMBER ENROLLMENT AID CATEGORY table.,
Member,NA,,SCD Column,SCD Column,NA,,N,,Current time stamp,,MEMBER ENROLLMENT AID CATEGORY,MBR_ENRL_AID_CAT,"Recipient Aid Category Eligibility contains the recipient's aid category eligibility segments. An aid category eligibility segment specifies a period of time that the recipient is eligible for Medicaid coverage in that aid category. Each segment is maintained by an effective date and end date. For each date range, there will be a corresponding aid category that will be used to determine what services are included in the recipient's Medicaid coverage for that period of time.

For further information about how the program code and aid categories are determined and how they relate, refer to the Recipient User Manual.  
",Begin Effective Date,BEG_EFF_DT,Effective Start Date – The date when this record becomes valid in the data warehouse (used for SCD Type 2 history tracking) in MEMBER ENROLLMENT AID CATEGORY table.,
Member,NA,,SCD Column,SCD Column,NA,,N,,Max date value.,,MEMBER ENROLLMENT AID CATEGORY,MBR_ENRL_AID_CAT,"Recipient Aid Category Eligibility contains the recipient's aid category eligibility segments. An aid category eligibility segment specifies a period of time that the recipient is eligible for Medicaid coverage in that aid category. Each segment is maintained by an effective date and end date. For each date range, there will be a corresponding aid category that will be used to determine what services are included in the recipient's Medicaid coverage for that period of time.

For further information about how the program code and aid categories are determined and how they relate, refer to the Recipient User Manual.  
",End Effective Date,END_EFF_DT,"Effective End Date – The date when this record is no longer valid. For current records, this is usually set to a high date (e.g., 9999-12-31) in MEMBER ENROLLMENT AID CATEGORY table.",
Member,T_RE_AID_ELIG|T_RE_AID_ELIG|'MBR_SK'|MF|'ELG_SEQ'|SAK_PGM_ELIG|'AID_CD_SK'|SILVER_DMES_DE.AID_CD |'SRC_EFF_DT'|DTE_EFFECTIVE|'SRC_END_DT'|DTE_END,,TENANT_CD|SRC_SYS_CD| 'MBR_SK'|MBR_SK|'ELG_SEQ'|ELG_SEQ|'AID_CD_SK'| AID_CD_SK|'SRC_EFF_DT'|SRC_EFF_DT|'SRC_END_DT'|SRC_END_DT ,TENANT_CD|SRC_SYS_CD| 'MBR_SK'|MBR_SK|'ELG_SEQ'|ELG_SEQ|'AID_CD_SK'| AID_CD_SK|'SRC_EFF_DT'|DTE_EFFECTIVE|'SRC_END_DT'|DTE_END,System Surrogate Key - SSK usually refers in MBR_ENRL_AID_CAT to a system-generated unique identifier used to represent an entity.,,Y,Drived Column SSK,"WITH t_re_aid_elig_cte AS (
  SELECT * from oz_dev.bronze_dmes_de.t_re_aid_elig where CURR_REC_IND = '1' and TRIM(CDE_STATUS1) != 'H'
),
mbr_fndtn_cte (SELECT * from oz_dev.silver_dmes_de.mbr_fndtn where CURR_REC_IND = '1')

SELECT DISTINCT
  concat_ws('|',ae.TENANT_CD,ae.SRC_SYS_CD,'MBR_SK',mf.MBR_SK,'ELG_SEQ',ELG_SEQ,'AID_CD_SK',AID_CD_SK,'SRC_EFF_DT',SRC_EFF_DT,'SRC_END_DT',SRC_END_DT) AS MBR_ENRL_AID_CAT_SSK
FROM (SELECT * from oz_dev.bronze_dmes_de.t_re_aid_elig where CURR_REC_IND='1' and TRIM(CDE_STATUS1) !='H')ae
JOIN oz_dev.silver_dmes_de.mbr_fndtn mf ON ae.SAK_RECIP = mf.SRC_KEY_ID and mf.CURR_REC_IND='1'
JOIN oz_dev.bronze_dmes_de.t_re_cert_agency ca on ae.SAK_CERT_AGENCY = ca.SAK_CERT_AGENCY and ca.CURR_REC_IND='1'
JOIN oz_dev.silver_dmes_de.org_fndtn ofn on ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID and ofn.CURR_REC_IND='1'
JOIN oz_dev.bronze_dmes_de.t_cde_aid ca on ae.SAK_CDE_AID = ca.SAK_CDE_AID and ca.CURR_REC_IND='1'
JOIN oz_dev.silver_dmes_de.aid_cd ac on ca.CDE_AID_CATEGORY = ac.AID_CAT_CD and ac.CURR_REC_IND='1'

QUALIFY ROW_NUMBER() OVER (PARTITION BY concat_ws('|',ae.TENANT_CD,ae.SRC_SYS_CD,mf.MBR_SK,ae.SAK_PGM_ELIG,AID_CAT_CD,SRC_EFF_DT,SRC_END_DT)
 ORDER BY ae.DTE_LAST_UPDATE DESC) = 1",,MEMBER ENROLLMENT AID CATEGORY,MBR_ENRL_AID_CAT,"Recipient Aid Category Eligibility contains the recipient's aid category eligibility segments. An aid category eligibility segment specifies a period of time that the recipient is eligible for Medicaid coverage in that aid category. Each segment is maintained by an effective date and end date. For each date range, there will be a corresponding aid category that will be used to determine what services are included in the recipient's Medicaid coverage for that period of time.

For further information about how the program code and aid categories are determined and how they relate, refer to the Recipient User Manual.  
",Member Enrollment Aid Category Ssk,MBR_ENRL_AID_CAT_SSK,"It helps identify and differentiate existing records when changes occur or Every time a Member Enrollment Aid Category attribute changes , a new row is inserted with a new SSK in MEMBER ENROLLMENT AID CATEGORY table.",
Member,MBR_FNDTN,"In healthcare IT and business processes, MBR_FNDTN is the baseline or master record that defines a member’s identity and core attributes. It serves as the authoritative source of truth for linking the member to enrollment, claims, providers, and payers.",MBR_SK,MBR_SK,MBR_SK is the surrogate key  (Lookup from member foundation) assigned to a member record in the data warehouse.,,N,Lookup,"WITH t_re_aid_elig_cte AS (
  SELECT * from oz_dev.bronze_dmes_de.t_re_aid_elig where CURR_REC_IND = '1' and TRIM(CDE_STATUS1) != 'H'
),
mbr_fndtn_cte (SELECT * from oz_dev.silver_dmes_de.mbr_fndtn where CURR_REC_IND = '1')

SELECT DISTINCT
  mf.MBR_SK 
FROM (SELECT * from oz_dev.bronze_dmes_de.t_re_aid_elig where CURR_REC_IND='1' and TRIM(CDE_STATUS1) !='H')ae
JOIN oz_dev.silver_dmes_de.mbr_fndtn mf ON ae.SAK_RECIP = mf.SRC_KEY_ID and mf.CURR_REC_IND='1'
JOIN oz_dev.bronze_dmes_de.t_re_cert_agency ca on ae.SAK_CERT_AGENCY = ca.SAK_CERT_AGENCY and ca.CURR_REC_IND='1'
JOIN oz_dev.silver_dmes_de.org_fndtn ofn on ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID and ofn.CURR_REC_IND='1'
JOIN oz_dev.bronze_dmes_de.t_cde_aid ca on ae.SAK_CDE_AID = ca.SAK_CDE_AID and ca.CURR_REC_IND='1'
JOIN oz_dev.silver_dmes_de.aid_cd ac on ca.CDE_AID_CATEGORY = ac.AID_CAT_CD and ac.CURR_REC_IND='1'

QUALIFY ROW_NUMBER() OVER (PARTITION BY concat_ws('|',ae.TENANT_CD,ae.SRC_SYS_CD,mf.MBR_SK,ae.SAK_PGM_ELIG,AID_CAT_CD,SRC_EFF_DT,SRC_END_DT)
 ORDER BY ae.DTE_LAST_UPDATE DESC) = 1",,MEMBER ENROLLMENT AID CATEGORY,MBR_ENRL_AID_CAT,"Recipient Aid Category Eligibility contains the recipient's aid category eligibility segments. An aid category eligibility segment specifies a period of time that the recipient is eligible for Medicaid coverage in that aid category. Each segment is maintained by an effective date and end date. For each date range, there will be a corresponding aid category that will be used to determine what services are included in the recipient's Medicaid coverage for that period of time.

For further information about how the program code and aid categories are determined and how they relate, refer to the Recipient User Manual.  
",Member Sk,MBR_SK,Member Surrogate Key – A unique warehouse-generated key representing the member entity in MEMBER ENROLLMENT AID CATEGORY table.,
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,MEMBER ENROLLMENT AID CATEGORY,MBR_ENRL_AID_CAT,"Recipient Aid Category Eligibility contains the recipient's aid category eligibility segments. An aid category eligibility segment specifies a period of time that the recipient is eligible for Medicaid coverage in that aid category. Each segment is maintained by an effective date and end date. For each date range, there will be a corresponding aid category that will be used to determine what services are included in the recipient's Medicaid coverage for that period of time.

For further information about how the program code and aid categories are determined and how they relate, refer to the Recipient User Manual.  
",Rec_Hash_Key,REC_HASH_KEY,"
A system-generated hash value that uniquely represents the entire record’s data content in MEMBER ENROLLMENT AID CATEGORY table.",
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,MEMBER ENROLLMENT AID CATEGORY,MBR_ENRL_AID_CAT,"Recipient Aid Category Eligibility contains the recipient's aid category eligibility segments. An aid category eligibility segment specifies a period of time that the recipient is eligible for Medicaid coverage in that aid category. Each segment is maintained by an effective date and end date. For each date range, there will be a corresponding aid category that will be used to determine what services are included in the recipient's Medicaid coverage for that period of time.

For further information about how the program code and aid categories are determined and how they relate, refer to the Recipient User Manual.  
",Crt_By_User_Id,CRT_BY_USER_ID,User who created the record in MEMBER ENROLLMENT AID CATEGORY table.,
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,MEMBER ENROLLMENT AID CATEGORY,MBR_ENRL_AID_CAT,"Recipient Aid Category Eligibility contains the recipient's aid category eligibility segments. An aid category eligibility segment specifies a period of time that the recipient is eligible for Medicaid coverage in that aid category. Each segment is maintained by an effective date and end date. For each date range, there will be a corresponding aid category that will be used to determine what services are included in the recipient's Medicaid coverage for that period of time.

For further information about how the program code and aid categories are determined and how they relate, refer to the Recipient User Manual.  
",Crt_Dt,CRT_DTTM,Date time when record is created in MEMBER ENROLLMENT AID CATEGORY table.,
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,MEMBER ENROLLMENT AID CATEGORY,MBR_ENRL_AID_CAT,"Recipient Aid Category Eligibility contains the recipient's aid category eligibility segments. An aid category eligibility segment specifies a period of time that the recipient is eligible for Medicaid coverage in that aid category. Each segment is maintained by an effective date and end date. For each date range, there will be a corresponding aid category that will be used to determine what services are included in the recipient's Medicaid coverage for that period of time.

For further information about how the program code and aid categories are determined and how they relate, refer to the Recipient User Manual.  
",Upd_By_User_Id,UPD_BY_USER_ID,User who updated the record in MEMBER ENROLLMENT AID CATEGORY table.,
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,MEMBER ENROLLMENT AID CATEGORY,MBR_ENRL_AID_CAT,"Recipient Aid Category Eligibility contains the recipient's aid category eligibility segments. An aid category eligibility segment specifies a period of time that the recipient is eligible for Medicaid coverage in that aid category. Each segment is maintained by an effective date and end date. For each date range, there will be a corresponding aid category that will be used to determine what services are included in the recipient's Medicaid coverage for that period of time.

For further information about how the program code and aid categories are determined and how they relate, refer to the Recipient User Manual.  
",Tenant_Cd,TENANT_CD,Code representing the customer who owns the given record in MEMBER ENROLLMENT AID CATEGORY table.,
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,MEMBER ENROLLMENT AID CATEGORY,MBR_ENRL_AID_CAT,"Recipient Aid Category Eligibility contains the recipient's aid category eligibility segments. An aid category eligibility segment specifies a period of time that the recipient is eligible for Medicaid coverage in that aid category. Each segment is maintained by an effective date and end date. For each date range, there will be a corresponding aid category that will be used to determine what services are included in the recipient's Medicaid coverage for that period of time.

For further information about how the program code and aid categories are determined and how they relate, refer to the Recipient User Manual.  
",Sub_Tenant_Cd,SUB_TENANT_CD,Represents the code used to identify a sub-tenant or line of business within a multi-tenant data warehouse environment in MEMBER ENROLLMENT AID CATEGORY table.,
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,MEMBER ENROLLMENT AID CATEGORY,MBR_ENRL_AID_CAT,"Recipient Aid Category Eligibility contains the recipient's aid category eligibility segments. An aid category eligibility segment specifies a period of time that the recipient is eligible for Medicaid coverage in that aid category. Each segment is maintained by an effective date and end date. For each date range, there will be a corresponding aid category that will be used to determine what services are included in the recipient's Medicaid coverage for that period of time.

For further information about how the program code and aid categories are determined and how they relate, refer to the Recipient User Manual.  
",Src_Sys_Cd,SRC_SYS_CD,Code which indicates the source system in MEMBER ENROLLMENT AID CATEGORY table.,
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,MEMBER ENROLLMENT AID CATEGORY,MBR_ENRL_AID_CAT,"Recipient Aid Category Eligibility contains the recipient's aid category eligibility segments. An aid category eligibility segment specifies a period of time that the recipient is eligible for Medicaid coverage in that aid category. Each segment is maintained by an effective date and end date. For each date range, there will be a corresponding aid category that will be used to determine what services are included in the recipient's Medicaid coverage for that period of time.

For further information about how the program code and aid categories are determined and how they relate, refer to the Recipient User Manual.  
",Upd_Dttm,UPD_DTTM,Date time when record is updated in MEMBER ENROLLMENT AID CATEGORY table.,
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,MEMBER ENROLLMENT AID CATEGORY,MBR_ENRL_AID_CAT,"Recipient Aid Category Eligibility contains the recipient's aid category eligibility segments. An aid category eligibility segment specifies a period of time that the recipient is eligible for Medicaid coverage in that aid category. Each segment is maintained by an effective date and end date. For each date range, there will be a corresponding aid category that will be used to determine what services are included in the recipient's Medicaid coverage for that period of time.

For further information about how the program code and aid categories are determined and how they relate, refer to the Recipient User Manual.  
",Curr_Rec_Ind,CURR_REC_IND,Y/N to indicate whether this is the most current or Active record in MEMBER ENROLLMENT AID CATEGORY table.,
Member,NA,,NA,NA,NA,,N,,Auto generated or surrogated key,,MEMBER ASSIGNED PLAN,MBR_ASSGN_PLAN,"This table will allow relationships between a recipient and provider for the purposes of care.  The types of information that will be stored on this table are the recipient level of care nursing home information, provider lockin information, hospice information, some provider specific waiver information, and other benefit information that will relate a recipient to a provider.   Note: Managed Care also handles relationships between the recipient and the provider for benefits that the provider is paid for.",Member Assigned Plan Sk,MBR_ASSGN_PLAN_SK,Surrogate key that uniquely identifies a MEMBER ASSIGNED PLAN record in MEMBER ASSIGNED PLAN table.,
