mapped_field_id,semantic_field_id,tgt_table_name,tgt_table_physical_name,tgt_column_name,tgt_column_physical_name,tgt_comments,source_expression,source_tables,source_tables_physical,source_columns,source_columns_physical,source_descriptions,source_datatypes,source_domain,source_relationship_type,transformations_applied,confidence_score,mapping_source,ai_reasoning,ai_generated,mapping_status,mapped_by,mapped_ts,updated_by,updated_ts,source_semantic_field
175,8793,MEMBER DETAIL,MBR_DTL,Office Code,OFFC_CD,County office that the recipient lives near. Identifies the county office within county.,"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    TRIM(b.CDE_OFFICE) AS OFFC_CD
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,CDE_OFFICE,CDE_OFFICE,CDE_OFFICE,County office that the recipient lives near. Identifies the county office within county.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: County office that the recipient lives near. Identifies the county office within county. | TYPE: VARCHAR(50)
176,8797,MEMBER DETAIL,MBR_DTL,Name Suffix,NAM_SUFFIX,"The value that will be used as the name suffix.  the codes include JR, SR, etc.","WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    b.NAM_SUFFIX
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,NAM_SUFFIX,NAM_SUFFIX,NAM_SUFFIX,"The value that will be used as the name suffix.  the codes include JR, SR, etc.",VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: The value that will be used as the name suffix.  the codes include JR, SR, etc. | TYPE: VARCHAR(50)"
177,8799,MEMBER DETAIL,MBR_DTL,Master Client Index Number,MSTR_CLNT_INDEX_NUM,NUM_MCI is a unique numeric identifier assigned to a member in Medicaid or healthcare eligibility systems.,"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    b.NUM_MCI AS MSTR_CLNT_INDEX_NUM
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,NUM_MCI,NUM_MCI,NUM_MCI,NUM_MCI is a unique numeric identifier assigned to a member in Medicaid or healthcare eligibility systems.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: NUM_MCI is a unique numeric identifier assigned to a member in Medicaid or healthcare eligibility systems. | TYPE: VARCHAR(50)
178,8801,MEMBER DETAIL,MBR_DTL,Preadmission Screening Indicator,PREADMT_SCRNING_IND,Indicates whether a preadmission screening assessment has been completed for the member prior to admission into a healthcare facility or program.,"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    b.IND_PASRR AS PREADMT_SCRNING_IND
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,IND_PASRR,IND_PASRR,IND_PASRR,Indicates whether a preadmission screening assessment has been completed for the member prior to admission into a healthcare facility or program.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Indicates whether a preadmission screening assessment has been completed for the member prior to admission into a healthcare facility or program. | TYPE: VARCHAR(50)
179,8805,MEMBER DETAIL,MBR_DTL,Member Middle Name,MBR_MDL_NM,Member Middle Name � The middle name of the member (optional).,"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    INITCAP(b.NAM_MID_INIT) AS MBR_MDL_NM
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,NAM_MID_INIT,NAM_MID_INIT,NAM_MID_INIT,Member Middle Name is a data element that stores the middle name (or initial) of a member as recorded in enrollment or eligibility systems.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Member Middle Name is a data element that stores the middle name (or initial) of a member as recorded in enrollment or eligibility systems. | TYPE: VARCHAR(50)
180,8807,MEMBER DETAIL,MBR_DTL,Source Code,SRC_CD,Identifies if the attachment metadata came.,"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    TRIM(b.CDE_SOURCE) AS SRC_CD
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,CDE_SOURCE,CDE_SOURCE,CDE_SOURCE,Identifies if the attachment metadata came.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Identifies if the attachment metadata came. | TYPE: VARCHAR(50)
181,8809,PLAN DETAIL,PLAN_DTL,Claim Type Editing Indicator,CLM_TYP_EDITING_IND - the Claim Type Editing Indicator is the field that shows if claim type rules for a public health program are editable or locked.,Claim Type Editing Indicator � Indicates whether claim type editing rules apply for this plan.,TRIM(IND_CT_EDITING),T_PUB_HLTH_PGM,IND_CT_EDITING,IND_CT_EDITING,IND_CT_EDITING,the Claim Type Editing Indicator is the field that shows if claim type rules for a public health program are editable or locked.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: the Claim Type Editing Indicator is the field that shows if claim type rules for a public health program are editable or locked. | TYPE: VARCHAR(50)
182,8813,PLAN DETAIL,PLAN_DTL,Financial Payer Sk,FNNCL_PAYR_SK,Surrogate key that uniquely identifies a PLAN DETAIL record.,"oz_dev.bronze_dmes_de.t_pub_hlth_pgm.CDE_PGM_HEALTH = oz_dev.silver_dmes_de.plan_fndtn.SRC_KEY_ID AND oz_dev.silver_dmes_de.plan_fndtn.CURR_REC_IND='1'
join oz_dev.bronze_dmes_de.t_financial_payer.SAK_FIN_PAYER = oz_dev.bronze_dmes_de.t_pub_hlth_pgm.SAK_FIN_PAYER and oz_dev.bronze_dmes_de.t_financial_payer.CURR_REC_IND='1'
join oz_dev.silver_dmes_de.fnncl_payr_cd.FNNCL_PAYR_CD = oz_dev.bronze_dmes_de.t_financial_payer.CDE_FIN_PAYER and oz_dev.silver_dmes_de.fnncl_payr_cd.CURR_REC_IND='1'",FNNCL_PAYR_CD,FNNCL_PAYR_SK,FNNCL_PAYR_SK,FNNCL_PAYR_SK,FNNCL_PAYR_SK is the surrogate key that uniquely identifies a financial payer entity in the system ,VARCHAR(50),Member,JOIN,LOOKUP,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: FNNCL_PAYR_SK is the surrogate key that uniquely identifies a financial payer entity in the system  | TYPE: VARCHAR(50)
183,8817,PLAN DETAIL,PLAN_DTL,Plan Sk,PLAN_SK,Surrogate key that uniquely identifies a PLAN DETAIL record.,oz_dev.bronze_dmes_de.t_pub_hlth_pgm.CDE_PGM_HEALTH = oz_dev.silver_dmes_de.plan_fndtn.SRC_KEY_ID AND oz_dev.silver_dmes_de.plan_fndtn.CURR_REC_IND='1',PLAN_FNDTN,PLAN_SK,PLAN_SK,PLAN_SK,surrogated or reference key from plan fundation for every plan ID,VARCHAR(50),Member,JOIN,LOOKUP,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: surrogated or reference key from plan fundation for every plan ID | TYPE: VARCHAR(50)
184,8823,PLAN DETAIL,PLAN_DTL,Hierarchy Assigned Plan Id,HRCY_ASSGN_PLAN_ID,Hierarchy Assigned Plan ID � Identifies the assigned plan in a hierarchical structure for reporting.,TRIM(NUM_HIER_ID_ASGN),T_PUB_HLTH_PGM,NUM_HIER_ID_ASGN,NUM_HIER_ID_ASGN,NUM_HIER_ID_ASGN,NUM_HIER_ID_ASGN is the numeric hierarchy identifier for an assignment within a public health program.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: NUM_HIER_ID_ASGN is the numeric hierarchy identifier for an assignment within a public health program. | TYPE: VARCHAR(50)
185,8825,PLAN DETAIL,PLAN_DTL,Source Effective Date,SRC_EFF_DT,Source Effective Date � The date when this record becomes valid in the source system.,TRIM(DTE_EFFECTIVE),T_PUB_HLTH_PGM,DTE_EFFECTIVE,DTE_EFFECTIVE,DTE_EFFECTIVE,DTE_EFFECTIVE is the date field that records when a member�s liablibty record become active.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: DTE_EFFECTIVE is the date field that records when a member�s liablibty record become active. | TYPE: VARCHAR(50)
186,8827,PLAN DETAIL,PLAN_DTL,Plan Description,PLAN_DESC,Plan Description � A descriptive name or details of the health plan.,TRIM(DSC_PGM_HEALTH),T_PUB_HLTH_PGM,DSC_PGM_HEALTH,DSC_PGM_HEALTH,DSC_PGM_HEALTH,DSC_PGM_HEALTH is the descriptive field that provides the full text description of the health program a recipient is enrolled in or eligible for.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: DSC_PGM_HEALTH is the descriptive field that provides the full text description of the health program a recipient is enrolled in or eligible for. | TYPE: VARCHAR(50)
187,8829,PLAN DETAIL,PLAN_DTL,Plan Type Code,PLAN_TYP_CD,"Plan Type Code � Represents the type of health plan (e.g., HMO, PPO).",TRIM(CDE_TYPE_PLAN),T_PUB_HLTH_PGM,CDE_TYPE_PLAN,CDE_TYPE_PLAN,CDE_TYPE_PLAN,"CDE_TYPE_PLAN (Code � Type of Plan) is a coded field that identifies the type of health plan a recipient is enrolled in. It ensures standardized plan classification, supports claims adjudication, compliance reporting, and enables analytics on plan participation and outcomes.",VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: CDE_TYPE_PLAN (Code � Type of Plan) is a coded field that identifies the type of health plan a recipient is enrolled in. It ensures standardized plan classification, supports claims adjudication, compliance reporting, and enables analytics on plan participation and outcomes. | TYPE: VARCHAR(50)"
188,8841,PLAN DETAIL,PLAN_DTL,Program Definition Description,PGM_DEFN_DESC,Program Definition Description � Provides details about the healthcare program definition.,TRIM(DSC_PGM_DEFINITION),T_PUB_HLTH_PGM,DSC_PGM_DEFINITION,DSC_PGM_DEFINITION,DSC_PGM_DEFINITION,DSC_PGM_DEFINITION is the descriptive text field that stores the definition or description of the program associated,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: DSC_PGM_DEFINITION is the descriptive text field that stores the definition or description of the program associated | TYPE: VARCHAR(50)
189,8843,PLAN DETAIL,PLAN_DTL,Hierarchy Benefit Plan Id,HRCY_BENE_PLAN_ID,Hierarchy Benefit Plan ID � Identifies the benefit plan in a hierarchical structure for reporting and grouping.,TRIM(NUM_HIER_ID_BNFT),T_PUB_HLTH_PGM,NUM_HIER_ID_BNFT,NUM_HIER_ID_BNFT,NUM_HIER_ID_BNFT,NUM_HIER_ID_BNFT is the numeric hierarchy identifier for a benefit within a public health program.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: NUM_HIER_ID_BNFT is the numeric hierarchy identifier for a benefit within a public health program. | TYPE: VARCHAR(50)
190,8845,PLAN DETAIL,PLAN_DTL,Source Termination Date,SRC_TRMNT_DT,Source Termination Date � The date when the record was terminated in the source system.,TRIM(DTE_END),T_PUB_HLTH_PGM,DTE_END,DTE_END,DTE_END,DTE_END is the date field that records when a member�s health program record change ends (expires).,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: DTE_END is the date field that records when a member�s health program record change ends (expires). | TYPE: VARCHAR(50)
191,9039,MEMBER PLACEMENT LEVEL,MBR_PLCMT_LVL,Placement Level Code,PLCMT_LVL_CD,"Placement Level Code � Code indicating the member�s placement level (e.g., Level 1, Level 2 for care or program tiers).",TRIM(CDE_LVL_PLACE),T_RE_PLACEMENT_LVL,CDE_LVL_PLACE,CDE_LVL_PLACE,CDE_LVL_PLACE,CDE_LVL_PLACE is the coded field that represents the placement level assigned to a member or case.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: CDE_LVL_PLACE is the coded field that represents the placement level assigned to a member or case. | TYPE: VARCHAR(50)
192,9043,MEMBER PLACEMENT LEVEL,MBR_PLCMT_LVL,Source End Date,SRC_END_DT,Source End Date � The date when the record ended in the source system (similar to termination date).,TRIM(DTE_END),T_RE_PLACEMENT_LVL,DTE_END,DTE_END,DTE_END,DTE_END is the date field that records when a member placement level record change ends (expires).,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: DTE_END is the date field that records when a member placement level record change ends (expires). | TYPE: VARCHAR(50)
193,9049,MEMBER PLACEMENT LEVEL,MBR_PLCMT_LVL,Member Sk,MBR_SK,Member Surrogate Key � A unique warehouse-generated key representing the member entity.,oz_dev.silver_dmes_de.mbr_fndtn.SRC_KEY_ID= oz_dev.bronze_dmes_de.t_re_placement_lvl.SAK_RECIP and oz_dev.silver_dmes_de.mbr_fndtn.CURR_REC_IND='1',MBR_FNDTN,MBR_SK,MBR_SK,MBR_SK,MBR_SK is the surrogate key  (Lookup from member foundation) assigned to a member record in the data warehouse.,VARCHAR(50),Member,JOIN,LOOKUP,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: MBR_SK is the surrogate key  (Lookup from member foundation) assigned to a member record in the data warehouse. | TYPE: VARCHAR(50)
194,9057,MEMBER PLACEMENT LEVEL,MBR_PLCMT_LVL,Source Effective Date,SRC_EFF_DT,Source Effective Date � The date when this record becomes valid in the source system.,TRIM(DTE_EFFECTIVE),T_RE_PLACEMENT_LVL,DTE_EFFECTIVE,DTE_EFFECTIVE,DTE_EFFECTIVE,DTE_EFFECTIVE is the date field that records when a member placement level record become active.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: DTE_EFFECTIVE is the date field that records when a member placement level record become active. | TYPE: VARCHAR(50)
195,9059,MEMBER PLACEMENT LEVEL,MBR_PLCMT_LVL,Status Code,STS_CD,Represents the current status of the record in the system.,TRIM(CDE_STATUS),T_RE_PLACEMENT_LVL,CDE_STATUS,CDE_STATUS,CDE_STATUS,CDE_STATUS is the coded field that represents the status of a record placement.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: CDE_STATUS is the coded field that represents the status of a record placement. | TYPE: VARCHAR(50)
196,9065,MEMBER PLACEMENT LEVEL,MBR_PLCMT_LVL,Member Placement Sequence,MBR_PLCMT_SEQ,Member Placement Sequence � Numeric sequence representing the order of placement level changes for the member,TRIM(SAK_SHORT),T_RE_PLACEMENT_LVL,SAK_SHORT,SAK_SHORT,SAK_SHORT,SAK_SHORT,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: SAK_SHORT | TYPE: VARCHAR(50)
197,9069,MEMBER PLACEMENT LEVEL,MBR_PLCMT_LVL,Reimbursement Level Code,REIMB_LVL_CD,Reimbursement Level Code � Code representing the reimbursement level applicable to the member�s plan or program.,TRIM(CDE_LVL_REIMB),T_RE_PLACEMENT_LVL,CDE_LVL_REIMB,CDE_LVL_REIMB,CDE_LVL_REIMB,"CDE_LVL_REIMB is the coded field that represents the reimbursement level assigned to a member, placement, or program record.",VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: CDE_LVL_REIMB is the coded field that represents the reimbursement level assigned to a member, placement, or program record. | TYPE: VARCHAR(50)"
1,1,MANAGING EMPLOYEE,managing_employee,First Name,first_name,First name of the managing employee.,TRIM(INITCAP(mbr_data.fname)),Member Data,mbr_data,First Name,fname,First name of the member,VARCHAR(50),MEMBER,SINGLE,"TRIM, INITCAP",0.95,MANUAL,null,false,ACTIVE,system,2025-12-10T02:04:34.446Z,null,null,DESCRIPTION: First name of the member | TYPE: VARCHAR(50)
2,2,MANAGING EMPLOYEE,managing_employee,Last Name,last_name,Last name of the managing employee.,TRIM(INITCAP(mbr_data.surname)),Member Data,mbr_data,Surname,surname,Last name or surname of member,VARCHAR(50),MEMBER,SINGLE,"TRIM, INITCAP",0.92,MANUAL,null,false,ACTIVE,system,2025-12-10T02:04:34.446Z,null,null,DESCRIPTION: Last name or surname of member | TYPE: VARCHAR(50)
3,3,MEMBER ADDRESS,member_address,Address Street 1,street_addr,Street address line 1 for member,"CONCAT(TRIM(addr.street_num),  , TRIM(addr.street_name))",Address|Address,addr|addr,Street Number|Street Name,street_num|street_name,Street number|Name of the street for member address,VARCHAR(10)|VARCHAR(100),MEMBER,CONCAT,"TRIM, CONCAT",0.88,MANUAL,null,false,ACTIVE,system,2025-12-10T02:04:34.446Z,null,null,DESCRIPTION: Street number|Name of the street for member address | TYPE: VARCHAR(10)|VARCHAR(100)
4,4,MEMBER ADDRESS,member_address,City,city,City name for member address,TRIM(UPPER(addr.city_name)),Address,addr,City Name,city_name,City of mailing address,VARCHAR(50),MEMBER,SINGLE,"TRIM, UPPER",0.9,MANUAL,null,false,ACTIVE,system,2025-12-10T02:04:34.446Z,null,null,DESCRIPTION: City of mailing address | TYPE: VARCHAR(50)
5,5,MEMBER ADDRESS,member_address,Zip Code,zip_code,Postal zip code,"SUBSTR(TRIM(addr.postal_code), 1, 5)",Address,addr,Postal Code,postal_code,Postal zip code for mailing,VARCHAR(10),MEMBER,SINGLE,"TRIM, SUBSTR",0.91,MANUAL,null,false,ACTIVE,system,2025-12-10T02:04:34.446Z,null,null,DESCRIPTION: Postal zip code for mailing | TYPE: VARCHAR(10)
6,6,MANAGING EMPLOYEE,managing_employee,Middle Name Initial,middle_init,Middle initial of the managing employee,"SUBSTR(TRIM(mbr_data.middle_name), 1, 1)",Member Data,mbr_data,Middle Name,middle_name,Middle name of the member,VARCHAR(50),MEMBER,SINGLE,"TRIM, SUBSTR",0.85,MANUAL,null,false,ACTIVE,system,2025-12-10T02:04:34.446Z,null,null,DESCRIPTION: Middle name of the member | TYPE: VARCHAR(50)
